edition,athlete,noc,gender,event,medal,season
1980,"KISS, Istvan",HUN,Men,water polo,Bronze,Summer
1980,"KUNCZ, Laszlo",HUN,Men,water polo,Bronze,Summer
1980,"MOLNAR, Endre",HUN,Men,water polo,Bronze,Summer
1980,"SUDAR, Attila",HUN,Men,water polo,Bronze,Summer
1980,"SZIVOS, Istvan",HUN,Men,water polo,Bronze,Summer
1980,"UDVARDI, Istvan",HUN,Men,water polo,Bronze,Summer
1980,"ISACHENKO, Boris",URS,Men,individual FITA round,Silver,Summer
1980,"LOSABERIDZE, Keto",URS,Women,individual FITA round,Gold,Summer
1980,"BUTUZOVA, Natalia",URS,Women,individual FITA round,Silver,Summer
1980,"FERRARI, Giancarlo",ITA,Men,individual FITA round,Bronze,Summer
1980,"POIKOLAINEN, Tomi",FIN,Men,individual FITA round,Gold,Summer
1980,"MERILUOTO-AALTONEN, Paivi",FIN,Women,individual FITA round,Bronze,Summer
1980,"MARKIN, Viktor",URS,Men,400m,Gold,Summer
1980,"AKSININ, Aleksandr",URS,Men,4x100m relay,Gold,Summer
1980,"MURAVYOV, Vladimir",URS,Men,4x100m relay,Gold,Summer
1980,"PROKOFIEV, Andrei",URS,Men,4x100m relay,Gold,Summer
1980,"SIDOROV, Nikolai",URS,Men,4x100m relay,Gold,Summer
1980,"CHERNETSKI, Nikolai",URS,Men,4x400m relay,Gold,Summer
1980,"LINGE, Mikhail",URS,Men,4x400m relay,Gold,Summer
1980,"MARKIN, Viktor",URS,Men,4x400m relay,Gold,Summer
1980,"VALIULIS, Remigius",URS,Men,4x400m relay,Gold,Summer
1980,"RASHCHUPKIN, Viktor",URS,Men,discus throw,Gold,Summer
1980,"SEDYKH, Yuri",URS,Men,hammer throw,Gold,Summer
1980,"KULA, Dainis",URS,Men,javelin throw,Gold,Summer
1980,"KISELEV, Vladimir",URS,Men,shot put,Gold,Summer
1980,"UUDMAE, Yaak",URS,Men,triple jump,Gold,Summer
1980,"POCHINCHUK, Piotr",URS,Men,20km walk,Silver,Summer
1980,"ARKHIPENKO, Vasili",URS,Men,400m hurdles,Silver,Summer
1980,"KUTSENKO, Yuri",URS,Men,decathlon,Silver,Summer
1980,"LITVINOV, Sergei",URS,Men,hammer throw,Silver,Summer
1980,"MAKAROV, Aleksandr",URS,Men,javelin throw,Silver,Summer
1980,"VOLKOV, Konstantin",URS,Men,pole vault,Silver,Summer
1980,"BARYSHNIKOV, Aleksandr",URS,Men,shot put,Silver,Summer
1980,"SANEEV, Viktor",URS,Men,triple jump,Silver,Summer
1980,"PUCHKOV, Aleksandr",URS,Men,110m hurdles,Bronze,Summer
1980,"IVCHENKO, Evgeni",URS,Men,50km walk,Bronze,Summer
1980,"KIROV, Nikolai",URS,Men,800m,Bronze,Summer
1980,"ZHELANOV, Sergei",URS,Men,decathlon,Bronze,Summer
1980,"TAMM, Yuri",URS,Men,hammer throw,Bronze,Summer
1980,"PODLUZHNYI, Valeri",URS,Men,long jump,Bronze,Summer
1980,"DZHUMANAZAROV, Setymkul",URS,Men,marathon,Bronze,Summer
1980,"KONDRATIEVA, Liudmila",URS,Women,100m,Gold,Summer
1980,"KOMISOVA, Vera",URS,Women,100m hurdles,Gold,Summer
1980,"KAZANKINA, Tatiana",URS,Women,1500m,Gold,Summer
1980,"GOISHCHIK, Tatiana",URS,Women,4x400m relay,Gold,Summer
1980,"NAZAROVA, Irina",URS,Women,4x400m relay,Gold,Summer
1980,"PROROCHENKO, Tatiana",URS,Women,4x400m relay,Gold,Summer
1980,"ZIUSKOVA, Nina",URS,Women,4x400m relay,Gold,Summer
1980,"OLIZARENKO, Nadezhda",URS,Women,800m,Gold,Summer
1980,"KOLPAKOVA, Tatiana",URS,Women,long jump,Gold,Summer
1980,"TKACHENKO, Nadezhda",URS,Women,pentathlon,Gold,Summer
1980,"BOCHINA, Natalia",URS,Women,200m,Silver,Summer
1980,"ANISIMOVA, Vera",URS,Women,4x100m relay,Silver,Summer
1980,"BOCHINA, Natalia",URS,Women,4x100m relay,Silver,Summer
1980,"KOMISOVA, Vera",URS,Women,4x100m relay,Silver,Summer
1980,"ZHARKOVA-MASLAKOVA, Liudmila",URS,Women,4x100m relay,Silver,Summer
1980,"MINEEVA, Olga",URS,Women,800m,Silver,Summer
1980,"GUNBA, Saida",URS,Women,javelin throw,Silver,Summer
1980,"RUKAVISHNIKOVA, Olga",URS,Women,pentathlon,Silver,Summer
1980,"KRACHEVSKAIA, Svetlana",URS,Women,shot put,Silver,Summer
1980,"OLIZARENKO, Nadezhda",URS,Women,1500m,Bronze,Summer
1980,"PROVIDOKHINA, Tatiana",URS,Women,800m,Bronze,Summer
1980,"LESOVAIA, Tatiana",URS,Women,discus throw,Bronze,Summer
1980,"SKACHKO, Tatiana",URS,Women,long jump,Bronze,Summer
1980,"KURAGINA, Olga",URS,Women,pentathlon,Bronze,Summer
1980,"BUGAR, Imrich",TCH,Men,discus throw,Silver,Summer
1980,"KRATOHVILOVA, Jarmila",TCH,Women,400m,Silver,Summer
1980,"BAYI, Filbert",TAN,Men,3000m steeplechase,Silver,Summer
1980,"NYAMBUI, Suleiman",TAN,Men,5000m,Silver,Summer
1980,"MALINOWSKI, Bronislaw",POL,Men,3000m steeplechase,Gold,Summer
1980,"KOZAKIEWICZ, Wladyslaw",POL,Men,pole vault,Gold,Summer
1980,"DUNECKI, Leszek",POL,Men,4x100m relay,Silver,Summer
1980,"LICZNERSKI, Zenon",POL,Men,4x100m relay,Silver,Summer
1980,"WORONIN, Marian",POL,Men,4x100m relay,Silver,Summer
1980,"ZWOLINSKI, Krzysztof",POL,Men,4x100m relay,Silver,Summer
1980,"WSZOLA, Jacek",POL,Men,high jump,Silver,Summer
1980,"SLUSARSKI, Tadeusz",POL,Men,pole vault,Silver,Summer
1980,"KIELAN, Urszula",POL,Women,high jump,Silver,Summer
1980,"LANGER, Lucyna",POL,Women,100m hurdles,Bronze,Summer
1980,"NIJBOER, Gerard",NED,Men,marathon,Silver,Summer
1980,"QUARRIE, Donald",JAM,Men,200m,Bronze,Summer
1980,"OTTEY-PAGE, Merlene",JAM,Women,200m,Bronze,Summer
1980,"MENNEA, Pietro",ITA,Men,200m,Gold,Summer
1980,"DAMILANO, Maurizio",ITA,Men,20km walk,Gold,Summer
1980,"MALINVERNI, Stefano",ITA,Men,4x400m relay,Bronze,Summer
1980,"MENNEA, Pietro",ITA,Men,4x400m relay,Bronze,Summer
1980,"TOZZI, Roberto",ITA,Men,4x400m relay,Bronze,Summer
1980,"ZULIANI, Mauro",ITA,Men,4x400m relay,Bronze,Summer
1980,"SIMEONI, Sara",ITA,Women,high jump,Gold,Summer
1980,"MUNKELT, Thomas",GDR,Men,110m hurdles,Gold,Summer
1980,"BECK, Volker",GDR,Men,400m hurdles,Gold,Summer
1980,"GAUDER, Hartwig",GDR,Men,50km walk,Gold,Summer
1980,"WESSIG, Gerd",GDR,Men,high jump,Gold,Summer
1980,"DOMBROWSKI, Lutz",GDR,Men,long jump,Gold,Summer
1980,"CIERPINSKI, Waldemar",GDR,Men,marathon,Gold,Summer
1980,"STRAUB, J_rgen",GDR,Men,1500m,Silver,Summer
1980,"BECK, Volker",GDR,Men,4x400m relay,Silver,Summer
1980,"KNEBEL, Andreas",GDR,Men,4x400m relay,Silver,Summer
1980,"SCHAFFER, Frank",GDR,Men,4x400m relay,Silver,Summer
1980,"THIELE, Klaus",GDR,Men,4x400m relay,Silver,Summer
1980,"PASCHEK, Frank",GDR,Men,long jump,Silver,Summer
1980,"WIESER, Roland",GDR,Men,20km walk,Bronze,Summer
1980,"SCHAFFER, Frank",GDR,Men,400m,Bronze,Summer
1980,"FREIMUTH, Jrg",GDR,Men,high jump,Bronze,Summer
1980,"HANISCH, Wolfgang",GDR,Men,javelin throw,Bronze,Summer
1980,"BEYER, Udo",GDR,Men,shot put,Bronze,Summer
1980,"ECKERT-WCKEL, B_rbel",GDR,Women,200m,Gold,Summer
1980,"KOCH, Marita",GDR,Women,400m,Gold,Summer
1980,"AUERSWALD-LANGE, Ingrid",GDR,Women,4x100m relay,Gold,Summer
1980,"ECKERT-WCKEL, B_rbel",GDR,Women,4x100m relay,Gold,Summer
1980,"MLLER, Romy",GDR,Women,4x100m relay,Gold,Summer
1980,"OELSNER-GHR, Marlies",GDR,Women,4x100m relay,Gold,Summer
1980,"SCHLAAK-JAHL, Evelin",GDR,Women,discus throw,Gold,Summer
1980,"SCHOKNECHT-SLUPIANEK, Ilona",GDR,Women,shot put,Gold,Summer
1980,"OELSNER-GHR, Marlies",GDR,Women,100m,Silver,Summer
1980,"SCHALLER-KLIER, Johanna",GDR,Women,100m hurdles,Silver,Summer
1980,"STOLL-WARTENBERG, Christiane",GDR,Women,1500m,Silver,Summer
1980,"BREHMER-LATHAN, Christina",GDR,Women,4x400m relay,Silver,Summer
1980,"KOCH, Marita",GDR,Women,4x400m relay,Silver,Summer
1980,"KRUG, Barbara",GDR,Women,4x400m relay,Silver,Summer
1980,"LWE, Gabriele",GDR,Women,4x400m relay,Silver,Summer
1980,"WUJAK, Brigitte",GDR,Women,long jump,Silver,Summer
1980,"AUERSWALD-LANGE, Ingrid",GDR,Women,100m,Bronze,Summer
1980,"BREHMER-LATHAN, Christina",GDR,Women,400m,Bronze,Summer
1980,"KIRST, Jutta",GDR,Women,high jump,Bronze,Summer
1980,"HOMMOLA, Ute",GDR,Women,javelin throw,Bronze,Summer
1980,"DROESE-PUFE, Margitta",GDR,Women,shot put,Bronze,Summer
1980,"WELLS, Allan",GBR,Men,100m,Gold,Summer
1980,"COE, Sebastian",GBR,Men,1500m,Gold,Summer
1980,"OVETT, Steve",GBR,Men,800m,Gold,Summer
1980,"THOMPSON, Daley",GBR,Men,decathlon,Gold,Summer
1980,"WELLS, Allan",GBR,Men,200m,Silver,Summer
1980,"COE, Sebastian",GBR,Men,800m,Silver,Summer
1980,"OVETT, Steve",GBR,Men,1500m,Bronze,Summer
1980,"OAKES, Gary",GBR,Men,400m hurdles,Bronze,Summer
1980,"GODDARD-CALLENDER, Beverley",GBR,Women,4x100m relay,Bronze,Summer
1980,"HUNTE-OAKES, Heather",GBR,Women,4x100m relay,Bronze,Summer
1980,"LANNAMAN, Sonia",GBR,Women,4x100m relay,Bronze,Summer
1980,"SMALLWOOD-COOK, Kathryn",GBR,Women,4x100m relay,Bronze,Summer
1980,"HOYTE-SMITH, Joslyn",GBR,Women,4x400m relay,Bronze,Summer
1980,"MACDONALD, Linsey",GBR,Women,4x400m relay,Bronze,Summer
1980,"MACGREGOR, Janine",GBR,Women,4x400m relay,Bronze,Summer
1980,"PROBERT-SCUTT, Michelle",GBR,Women,4x400m relay,Bronze,Summer
1980,"BARRE, Pascal",FRA,Men,4x100m relay,Bronze,Summer
1980,"BARRE, Patrick",FRA,Men,4x100m relay,Bronze,Summer
1980,"PANZO, Herman",FRA,Men,4x100m relay,Bronze,Summer
1980,"RICHARD, Antoine",FRA,Men,4x100m relay,Bronze,Summer
1980,"MAANINKA, Kaarlo",FIN,Men,10000m,Silver,Summer
1980,"MAANINKA, Kaarlo",FIN,Men,5000m,Bronze,Summer
1980,"YIFTER, Miruts",ETH,Men,10000m,Gold,Summer
1980,"YIFTER, Miruts",ETH,Men,5000m,Gold,Summer
1980,"KEDIR, Mohammed",ETH,Men,10000m,Bronze,Summer
1980,"TURA, Eshetu",ETH,Men,3000m steeplechase,Bronze,Summer
1980,"LLOPART RIBAS, Jorge",ESP,Men,50km walk,Silver,Summer
1980,"LEONARD SARRIA, Silvio",CUB,Men,100m,Silver,Summer
1980,"CASANAS RAMIREZ, Alejandro",CUB,Men,110m hurdles,Silver,Summer
1980,"DELIS, Luis",CUB,Men,discus throw,Bronze,Summer
1980,"COLON, Maria",CUB,Women,javelin throw,Gold,Summer
1980,"PETROV, Peter",BUL,Men,100m,Bronze,Summer
1980,"VERGOVA-PETKOVA, Maria",BUL,Women,discus throw,Silver,Summer
1980,"DE OLIVEIRA, Joao Carlos",BRA,Men,triple jump,Bronze,Summer
1980,"MITCHELL, Richard",AUS,Men,400m,Silver,Summer
1980,"COSIC, Kresimir",YUG,Men,basketball,Gold,Summer
1980,"DALIPAGIC, Drazen",YUG,Men,basketball,Gold,Summer
1980,"DELIBASIC, Mirza",YUG,Men,basketball,Gold,Summer
1980,"JERKOV, Zeljko",YUG,Men,basketball,Gold,Summer
1980,"KICANOVIC, Dragan",YUG,Men,basketball,Gold,Summer
1980,"KNEGO, Andro",YUG,Men,basketball,Gold,Summer
1980,"KRSTULOVIC, Duje",YUG,Men,basketball,Gold,Summer
1980,"NAKIC-VOJNOVIC, Mihovil",YUG,Men,basketball,Gold,Summer
1980,"RADOVANOVIC, Ratko",YUG,Men,basketball,Gold,Summer
1980,"SKROCE, Branko",YUG,Men,basketball,Gold,Summer
1980,"SLAVNIC, Zoran",YUG,Men,basketball,Gold,Summer
1980,"ZIZIC, Rajko",YUG,Men,basketball,Gold,Summer
1980,"BECIRSPAHIC, Mersada",YUG,Women,basketball,Bronze,Summer
1980,"BJEDOV, Mira",YUG,Women,basketball,Bronze,Summer
1980,"DESPOTOVIC, Vesna",YUG,Women,basketball,Bronze,Summer
1980,"DJURASKOVIC, Vera",YUG,Women,basketball,Bronze,Summer
1980,"DJURKOVIC, Zorica",YUG,Women,basketball,Bronze,Summer
1980,"KOMNENOVIC, Jelica",YUG,Women,basketball,Bronze,Summer
1980,"MAJSTOROVIC, Biljana",YUG,Women,basketball,Bronze,Summer
1980,"MITIC, Vukica",YUG,Women,basketball,Bronze,Summer
1980,"OZEGOVIC, Sanja",YUG,Women,basketball,Bronze,Summer
1980,"PEKIC, Sofija",YUG,Women,basketball,Bronze,Summer
1980,"PERAZIC, Jasmina",YUG,Women,basketball,Bronze,Summer
1980,"TONKOVIC, Marija",YUG,Women,basketball,Bronze,Summer
1980,"BELOSTENNYI, Aleksandr",URS,Men,basketball,Bronze,Summer
1980,"BELOV, Sergei",URS,Men,basketball,Bronze,Summer
1980,"DERIUGIN, Nikolai",URS,Men,basketball,Bronze,Summer
1980,"EREMIN, Stanislav",URS,Men,basketball,Bronze,Summer
1980,"IOVAISHA, Sergei",URS,Men,basketball,Bronze,Summer
1980,"LOPATOV, Andrei",URS,Men,basketball,Bronze,Summer
1980,"MILOSERDOV, Valeri",URS,Men,basketball,Bronze,Summer
1980,"MYSHKIN, Anatoli",URS,Men,basketball,Bronze,Summer
1980,"SALNIKOV, Aleksandr",URS,Men,basketball,Bronze,Summer
1980,"TARAKANOV, Sergei",URS,Men,basketball,Bronze,Summer
1980,"TKACHENKO, Vladimir",URS,Men,basketball,Bronze,Summer
1980,"ZHIGILY, Vladimir",URS,Men,basketball,Bronze,Summer
1980,"BARISHEVA-KOROSTELEVA, Olga",URS,Women,basketball,Gold,Summer
1980,"BESSELENE, Vida",URS,Women,basketball,Gold,Summer
1980,"FERYABNIKOVA, Nelli",URS,Women,basketball,Gold,Summer
1980,"IVINSKAIA, Tatiana",URS,Women,basketball,Gold,Summer
1980,"OVECHKINA, Tatiana",URS,Women,basketball,Gold,Summer
1980,"ROGOZHINA, Liudmila",URS,Women,basketball,Gold,Summer
1980,"RUPSHENE, Angelia",URS,Women,basketball,Gold,Summer
1980,"SEMENOVA, Iuliana",URS,Women,basketball,Gold,Summer
1980,"SHARMAI, Liubov",URS,Women,basketball,Gold,Summer
1980,"SHUVAEVA-OLKHOVA, Nadezhda",URS,Women,basketball,Gold,Summer
1980,"SUKHARNOVA, Olga",URS,Women,basketball,Gold,Summer
1980,"ZAKHAROVA-NADIROVA, Tatiana",URS,Women,basketball,Gold,Summer
1980,"BONAMICO, Marco",ITA,Men,basketball,Silver,Summer
1980,"BRUNAMONTI, Roberto",ITA,Men,basketball,Silver,Summer
1980,"DELLA FIORI, Fabrizio",ITA,Men,basketball,Silver,Summer
1980,"GENERALI, Pietro",ITA,Men,basketball,Silver,Summer
1980,"GILARDI, Enrico",ITA,Men,basketball,Silver,Summer
1980,"MARZORATI, Pierluigi",ITA,Men,basketball,Silver,Summer
1980,"MENEGHIN, Dino",ITA,Men,basketball,Silver,Summer
1980,"SACCHETTI, Romeo",ITA,Men,basketball,Silver,Summer
1980,"SOLFRINI, Marco",ITA,Men,basketball,Silver,Summer
1980,"SYLVESTER, Michael",ITA,Men,basketball,Silver,Summer
1980,"VECCHIATIO, Renzo",ITA,Men,basketball,Silver,Summer
1980,"VILLALTA, Renato",ITA,Men,basketball,Silver,Summer
1980,"BOGDANOVA, Krasimira",BUL,Women,basketball,Silver,Summer
1980,"BRAINOVA, Diana",BUL,Women,basketball,Silver,Summer
1980,"DERMENDJIEVA, Vania",BUL,Women,basketball,Silver,Summer
1980,"GERMANOVA, Silvia",BUL,Women,basketball,Silver,Summer
1980,"GOLTCHEVA, Nadka",BUL,Women,basketball,Silver,Summer
1980,"MAKAVEEVA, Petkana",BUL,Women,basketball,Silver,Summer
1980,"METODIEVA, Penka",BUL,Women,basketball,Silver,Summer
1980,"MIKHAILOVA, Angelina",BUL,Women,basketball,Silver,Summer
1980,"MIKHAILOVA, Snezhana",BUL,Women,basketball,Silver,Summer
1980,"RADKOVA, Kostadinka",BUL,Women,basketball,Silver,Summer
1980,"SLAVTCHEVA-STEFANOVA, Evladia",BUL,Women,basketball,Silver,Summer
1980,"STOYANOVA, Penka",BUL,Women,basketball,Silver,Summer
1980,,URS,Men,20km,Gold,Winter
1980,,URS,Men,4x7.5km relay,Gold,Winter
1980,,URS,Men,10km,Silver,Winter
1980,,URS,Men,10km,Bronze,Winter
1980,,GDR,Men,10km,Gold,Winter
1980,,GDR,Men,20km,Silver,Winter
1980,,GDR,Men,4x7.5km relay,Silver,Winter
1980,,GDR,Men,20km,Bronze,Winter
1980,,FRG,Men,4x7.5km relay,Bronze,Winter
1994,,ITA,Men,two-man,Bronze,Winter
1980,,SUI,Men,four-man,Silver,Winter
1980,,GDR,Men,four-man,Gold,Winter
1998,,ITA,Men,two-man,Gold,Winter
1980,,GDR,Men,four-man,Bronze,Winter
1998,,ITA,Men,two-man,Gold,Winter
1980,"KACAR, Slobodan",YUG,Men,75 - 81kg (light-heavyweight),Gold,Summer
1980,"PINANGO, Bernardo Jose",VEN,Men,51 - 54kg (bantamweight),Silver,Summer
1980,"SABIROV, Shamil",URS,Men,- 48kg (light-flyweight),Gold,Summer
1980,"ZAEV, Piotr",URS,Men,+ 81kg (heavyweight),Silver,Summer
1980,"MIROSHNICHENKO, Viktor",URS,Men,48 - 51kg (flyweight),Silver,Summer
1980,"DEMIANENKO, Viktor",URS,Men,57 - 60kg (lightweight),Silver,Summer
1980,"KONAKBAEV, Serik",URS,Men,60 - 63.5kg (light-welterweight),Silver,Summer
1980,"KOSHKIN, Aleksandr",URS,Men,67 - 71kg (light-middleweight),Silver,Summer
1980,"SAVCHENKO, Viktor",URS,Men,71-75kg,Silver,Summer
1980,"RYBAKOV, Viktor",URS,Men,54 - 57kg (featherweight),Bronze,Summer
1980,"MUGABI, John",UGA,Men,63.5 - 67kg (welterweight),Silver,Summer
1980,"FRANEK, Jan",TCH,Men,67 - 71kg (light-middleweight),Bronze,Summer
1980,"CIPERE, Dumitru",ROU,Men,51 - 54kg (bantamweight),Bronze,Summer
1980,"SILAGHI, Valentin",ROU,Men,71-75kg,Bronze,Summer
1980,"LI, Byong Uk",PRK,Men,- 48kg (light-flyweight),Bronze,Summer
1980,"SKRZECZ, Pawel",POL,Men,75 - 81kg (light-heavyweight),Silver,Summer
1980,"KOSEDOWSKI, Krzysztof",POL,Men,54 - 57kg (featherweight),Bronze,Summer
1980,"ADACH, Kazimierz",POL,Men,57 - 60kg (lightweight),Bronze,Summer
1980,"SZCZERBA, Kazimierz",POL,Men,63.5 - 67kg (welterweight),Bronze,Summer
1980,"RYBICKI, Jerzy",POL,Men,71-75kg,Bronze,Summer
1980,"OLIVA, Patrizio",ITA,Men,60 - 63.5kg (light-welterweight),Gold,Summer
1980,"RUSSELL, Hugh",IRL,Men,48 - 51kg (flyweight),Bronze,Summer
1980,"LEVAI, Istvan",HUN,Men,+ 81kg (heavyweight),Bronze,Summer
1980,"VARADI, Janos",HUN,Men,48 - 51kg (flyweight),Bronze,Summer
1980,"ANTHONY, Michael",GUY,Men,51 - 54kg (bantamweight),Bronze,Summer
1980,"FINK, Rudi",GDR,Men,54 - 57kg (featherweight),Gold,Summer
1980,"FANGHNEL, J_rgen",GDR,Men,+ 81kg (heavyweight),Bronze,Summer
1980,"NOWAKOWSKI, Richard",GDR,Men,57 - 60kg (lightweight),Bronze,Summer
1980,"KRGER, Karl-Heinz",GDR,Men,63.5 - 67kg (welterweight),Bronze,Summer
1980,"KSTNER, Detlef",GDR,Men,67 - 71kg (light-middleweight),Bronze,Summer
1980,"BAUCH, Herbert",GDR,Men,75 - 81kg (light-heavyweight),Bronze,Summer
1980,"WILLIS, Anthony",GBR,Men,60 - 63.5kg (light-welterweight),Bronze,Summer
1980,"STEVENSON, Teofilo",CUB,Men,+ 81kg (heavyweight),Gold,Summer
1980,"HERNANDEZ, Juan",CUB,Men,51 - 54kg (bantamweight),Gold,Summer
1980,"HERRERA VERA, Angel",CUB,Men,57 - 60kg (lightweight),Gold,Summer
1980,"ALDAMA CABRERA, Andres",CUB,Men,63.5 - 67kg (welterweight),Gold,Summer
1980,"MARTINEZ, Armando",CUB,Men,67 - 71kg (light-middleweight),Gold,Summer
1980,"GOMEZ, Jose",CUB,Men,71-75kg,Gold,Summer
1980,"RAMOS, Hipolito",CUB,Men,- 48kg (light-flyweight),Silver,Summer
1980,"HORTA, Adolfo",CUB,Men,54 - 57kg (featherweight),Silver,Summer
1980,"AGUILAR, Jose",CUB,Men,60 - 63.5kg (light-welterweight),Bronze,Summer
1980,"ROJAS, Ricardo",CUB,Men,75 - 81kg (light-heavyweight),Bronze,Summer
1980,"LESOV, Petr",BUL,Men,48 - 51kg (flyweight),Gold,Summer
1980,"MUSTAFOV, Ismail",BUL,Men,- 48kg (light-flyweight),Bronze,Summer
1980,"KLEVTSOV, Sergei",URS,Men,hockey,Bronze,Summer
1980,"POSTREKHIN, Sergei",URS,Men,C-1 1000m (canoe single),Silver,Summer
1980,"LEUE, Eckhard",GDR,Men,C-1 1000m (canoe single),Bronze,Summer
1980,"LIUBENOV, Liubomir",BUL,Men,C-1 1000m (canoe single),Gold,Summer
1980,"POSTREKHIN, Sergei",URS,Men,C-1 500m (canoe single),Gold,Summer
1980,"HEUKRODT, Olaf",GDR,Men,C-1 500m (canoe single),Bronze,Summer
1980,"LIUBENOV, Liubomir",BUL,Men,C-1 500m (canoe single),Silver,Summer
1980,"LOBANOV, Yuri",URS,Men,C-2 1000m (canoe double),Bronze,Summer
1980,"YURCHENKO, Vasili",URS,Men,C-2 1000m (canoe double),Bronze,Summer
1980,"PATZAICHIN, Ivan",ROU,Men,C-2 1000m (canoe double),Gold,Summer
1980,"SIMIONOV, Toma",ROU,Men,C-2 1000m (canoe double),Gold,Summer
1980,"HEUKRODT, Olaf",GDR,Men,C-2 1000m (canoe double),Silver,Summer
1980,"MADEJA, Uwe",GDR,Men,C-2 1000m (canoe double),Silver,Summer
1980,"CAPUSTA, Petre",ROU,Men,C-2 500m (canoe double),Silver,Summer
1980,"PATZAICHIN, Ivan",ROU,Men,C-2 500m (canoe double),Silver,Summer
1980,"FOLTAN, Laszlo",HUN,Men,C-2 500m (canoe double),Gold,Summer
1980,"VASKUTI, Istvan",HUN,Men,C-2 500m (canoe double),Gold,Summer
1980,"ANANIEV, Borislav",BUL,Men,C-2 500m (canoe double),Bronze,Summer
1980,"ILKOV, Nikolai",BUL,Men,C-2 500m (canoe double),Bronze,Summer
1980,"BIRLADEANU, Ion",ROU,Men,K-1 1000m (kayak single),Bronze,Summer
1980,"HELM, R_diger",GDR,Men,K-1 1000m (kayak single),Gold,Summer
1980,"LEBAS, Alain",FRA,Men,K-1 1000m (kayak single),Silver,Summer
1980,"PARFENOVICH, Vladimir",URS,Men,K-1 500m (kayak single),Gold,Summer
1980,"MELNIKOVA, Antonina",URS,Women,K-1 500m (kayak single),Bronze,Summer
1980,"DIBA, Vasile",ROU,Men,K-1 500m (kayak single),Bronze,Summer
1980,"FISCHER, Birgit",GDR,Women,K-1 500m (kayak single),Gold,Summer
1980,"GESHEVA, Vania",BUL,Women,K-1 500m (kayak single),Silver,Summer
1980,"SUMEGI, John",AUS,Men,K-1 500m (kayak single),Silver,Summer
1980,"CHUKHRAI, Sergei",URS,Men,K-2 1000m (kayak double),Gold,Summer
1980,"PARFENOVICH, Vladimir",URS,Men,K-2 1000m (kayak double),Gold,Summer
